"Feature","Importance","Gene Symbol","Gene Title","ENTREZ_GENE_ID","logFC","P.Value","adj.P.Val"
"X206848_at",0.00331032259248917,NA,NA,NA,NA,NA,NA
"X211211_x_at",0.00291162492040604,NA,NA,NA,NA,NA,NA
"X227232_at",0.00252882179402602,NA,NA,NA,NA,NA,NA
"X220570_at",0.00211553731093653,NA,NA,NA,NA,NA,NA
"X211209_x_at",0.00206592971260518,NA,NA,NA,NA,NA,NA
"X202934_at",0.00196606837640837,NA,NA,NA,NA,NA,NA
"X204118_at",0.00179869743895922,NA,NA,NA,NA,NA,NA
"X206666_at",0.00176813619012164,NA,NA,NA,NA,NA,NA
"X227957_at",0.00172058418096475,NA,NA,NA,NA,NA,NA
"X1556055_at",0.0016335521045871,NA,NA,NA,NA,NA,NA
"X230267_at",0.00161249937680294,NA,NA,NA,NA,NA,NA
"X206559_x_at",0.00157385540296181,NA,NA,NA,NA,NA,NA
"X201736_s_at",0.00147436325344476,NA,NA,NA,NA,NA,NA
"X226733_at",0.00131451413328479,NA,NA,NA,NA,NA,NA
"X225330_at",0.00129349934167302,NA,NA,NA,NA,NA,NA
"X213583_x_at",0.00126346088905777,NA,NA,NA,NA,NA,NA
"X204970_s_at",0.00126341902065896,NA,NA,NA,NA,NA,NA
"X217464_at",0.00113985404173722,NA,NA,NA,NA,NA,NA
"X226318_at",0.00110656654713094,NA,NA,NA,NA,NA,NA
"X212391_x_at",0.00110060512905602,NA,NA,NA,NA,NA,NA
"X235697_at",0.00106726120430983,NA,NA,NA,NA,NA,NA
"X211972_x_at",0.00104827030120111,NA,NA,NA,NA,NA,NA
"X206697_s_at",0.00103344430743959,NA,NA,NA,NA,NA,NA
"X237299_at",0.000978363256981579,NA,NA,NA,NA,NA,NA
"X229671_s_at",0.000961332428256807,NA,NA,NA,NA,NA,NA
"X216451_at",0.000892821260634343,NA,NA,NA,NA,NA,NA
"X212768_s_at",0.000886928349803749,NA,NA,NA,NA,NA,NA
"X208705_s_at",0.000849155789500249,NA,NA,NA,NA,NA,NA
"X208856_x_at",0.000837295741283527,NA,NA,NA,NA,NA,NA
"X206090_s_at",0.00082362562145014,NA,NA,NA,NA,NA,NA
"X222639_s_at",0.000820008613082966,NA,NA,NA,NA,NA,NA
"X212531_at",0.000814132942680509,NA,NA,NA,NA,NA,NA
"X223393_s_at",0.000802859371271262,NA,NA,NA,NA,NA,NA
"X216748_at",0.000753319268315368,NA,NA,NA,NA,NA,NA
"X210426_x_at",0.000742926451318692,NA,NA,NA,NA,NA,NA
"X228180_at",0.000732738172404039,NA,NA,NA,NA,NA,NA
"X209954_x_at",0.000708343478747894,NA,NA,NA,NA,NA,NA
"X228285_at",0.00069735408145017,NA,NA,NA,NA,NA,NA
"X235927_at",0.000697146892459836,NA,NA,NA,NA,NA,NA
"X217958_at",0.000694865447839391,NA,NA,NA,NA,NA,NA
"X225056_at",0.000686722466486316,NA,NA,NA,NA,NA,NA
"X200099_s_at",0.000632315043109429,NA,NA,NA,NA,NA,NA
"X213198_at",0.00061893992881219,NA,NA,NA,NA,NA,NA
"X201785_at",0.000611647645452479,NA,NA,NA,NA,NA,NA
"X220034_at",0.000602325523541773,NA,NA,NA,NA,NA,NA
"X204448_s_at",0.000587271917948881,NA,NA,NA,NA,NA,NA
"X212392_s_at",0.000565908859523505,NA,NA,NA,NA,NA,NA
"X214167_s_at",0.000562079202004653,NA,NA,NA,NA,NA,NA
"X206237_s_at",0.000554892296667983,NA,NA,NA,NA,NA,NA
"X240327_at",0.000529920707589055,NA,NA,NA,NA,NA,NA
"X208744_x_at",0.000529750902841544,NA,NA,NA,NA,NA,NA
"X1562529_s_at",0.000527088586533127,NA,NA,NA,NA,NA,NA
"X1560963_a_at",0.000522131189628594,NA,NA,NA,NA,NA,NA
"X1558136_s_at",0.000514938220809327,NA,NA,NA,NA,NA,NA
"X211073_x_at",0.000504711244640576,NA,NA,NA,NA,NA,NA
"X214470_at",0.000504076942465704,NA,NA,NA,NA,NA,NA
"X224841_x_at",0.000495753131360685,NA,NA,NA,NA,NA,NA
"X223254_s_at",0.000487409598128313,NA,NA,NA,NA,NA,NA
"X1556151_at",0.000484803090373894,NA,NA,NA,NA,NA,NA
"X213817_at",0.000466432906573194,NA,NA,NA,NA,NA,NA
"X1555691_a_at",0.000461648601975953,NA,NA,NA,NA,NA,NA
"X201049_s_at",0.000447828880920754,NA,NA,NA,NA,NA,NA
"X213801_x_at",0.000444896934106461,NA,NA,NA,NA,NA,NA
"X1562698_x_at",0.000439596085814511,NA,NA,NA,NA,NA,NA
"X236685_at",0.000438856828342193,NA,NA,NA,NA,NA,NA
"X231579_s_at",0.000436303589570807,NA,NA,NA,NA,NA,NA
"X1557073_s_at",0.000428401238258633,NA,NA,NA,NA,NA,NA
"X211210_x_at",0.00042754616172858,NA,NA,NA,NA,NA,NA
"X222043_at",0.000411705611997839,NA,NA,NA,NA,NA,NA
"X216384_x_at",0.000411359513753198,NA,NA,NA,NA,NA,NA
"X217374_x_at",0.000403788178074685,NA,NA,NA,NA,NA,NA
"X238940_at",0.000400026364171345,NA,NA,NA,NA,NA,NA
"X244606_at",0.000394532492959007,NA,NA,NA,NA,NA,NA
"X208470_s_at",0.000388884019136656,NA,NA,NA,NA,NA,NA
"X215921_at",0.000382571380568275,NA,NA,NA,NA,NA,NA
"X228408_s_at",0.000378069655143035,NA,NA,NA,NA,NA,NA
"X204620_s_at",0.000373727060101802,NA,NA,NA,NA,NA,NA
"X215963_x_at",0.000368922687504958,NA,NA,NA,NA,NA,NA
"X230998_at",0.000365418999331511,NA,NA,NA,NA,NA,NA
"X209409_at",0.00036418476071156,NA,NA,NA,NA,NA,NA
"X217959_s_at",0.000362376460686389,NA,NA,NA,NA,NA,NA
"X1559425_at",0.000361204901288131,NA,NA,NA,NA,NA,NA
"X225065_x_at",0.000360542037272884,NA,NA,NA,NA,NA,NA
"X238968_at",0.000339875611182517,NA,NA,NA,NA,NA,NA
"X1553118_at",0.00033671629800415,NA,NA,NA,NA,NA,NA
"X201257_x_at",0.000330679973753439,NA,NA,NA,NA,NA,NA
"X232033_at",0.000322056958292724,NA,NA,NA,NA,NA,NA
"X213698_at",0.000317068779893328,NA,NA,NA,NA,NA,NA
"X202656_s_at",0.00031428003685533,NA,NA,NA,NA,NA,NA
"X1562682_at",0.000305845066341854,NA,NA,NA,NA,NA,NA
"X233881_s_at",0.000295254132718668,NA,NA,NA,NA,NA,NA
"X225496_s_at",0.000294410953392962,NA,NA,NA,NA,NA,NA
"X200663_at",0.000280224099431062,NA,NA,NA,NA,NA,NA
"X1554239_s_at",0.000277679558534999,NA,NA,NA,NA,NA,NA
"X239018_at",0.000271757696836464,NA,NA,NA,NA,NA,NA
"X201608_s_at",0.000265217070437972,NA,NA,NA,NA,NA,NA
"X222128_at",0.000260917040294519,NA,NA,NA,NA,NA,NA
"X218865_at",0.000258301352192284,NA,NA,NA,NA,NA,NA
"X208530_s_at",0.000252805211276488,NA,NA,NA,NA,NA,NA
"X201186_at",0.000250875325126594,NA,NA,NA,NA,NA,NA
"X205633_s_at",0.000245446116347705,NA,NA,NA,NA,NA,NA
"X224741_x_at",0.000240291398365159,NA,NA,NA,NA,NA,NA
"X211720_x_at",0.000233285876795337,NA,NA,NA,NA,NA,NA
"X242794_at",0.000231551857001213,NA,NA,NA,NA,NA,NA
"X225640_at",0.00023045328246986,NA,NA,NA,NA,NA,NA
"X210279_at",0.000224018725129187,NA,NA,NA,NA,NA,NA
"X201033_x_at",0.000222110758302523,NA,NA,NA,NA,NA,NA
"X202747_s_at",0.000217169340209352,NA,NA,NA,NA,NA,NA
"X205790_at",0.000216683656100376,NA,NA,NA,NA,NA,NA
"X212039_x_at",0.0002119126367032,NA,NA,NA,NA,NA,NA
"X237208_at",0.000206893391609356,NA,NA,NA,NA,NA,NA
"X234402_at",0.000187139923279277,NA,NA,NA,NA,NA,NA
"X232774_x_at",0.000185524816403557,NA,NA,NA,NA,NA,NA
"X239086_at",0.000184353460075627,NA,NA,NA,NA,NA,NA
"X236462_at",0.000182225499399336,NA,NA,NA,NA,NA,NA
"X211937_at",0.000167316950726398,NA,NA,NA,NA,NA,NA
"X227558_at",0.000158311618264214,NA,NA,NA,NA,NA,NA
"X200032_s_at",0.00015402996770654,NA,NA,NA,NA,NA,NA
"X242633_x_at",0.000151582736576536,NA,NA,NA,NA,NA,NA
"X204039_at",0.000146755112078464,NA,NA,NA,NA,NA,NA
"X207651_at",0.000144558588429188,NA,NA,NA,NA,NA,NA
"X240163_at",0.000141216772083682,NA,NA,NA,NA,NA,NA
"X222058_at",0.000135795678040494,NA,NA,NA,NA,NA,NA
"X224466_s_at",0.000133789007813824,NA,NA,NA,NA,NA,NA
"X227601_at",0.000131230467089929,NA,NA,NA,NA,NA,NA
"X229295_at",0.000130566698929337,NA,NA,NA,NA,NA,NA
"X215352_at",0.000120561528666464,NA,NA,NA,NA,NA,NA
"X200093_s_at",0.000119610583479862,NA,NA,NA,NA,NA,NA
"X217602_at",0.000117066293083608,NA,NA,NA,NA,NA,NA
"X203725_at",0.000110289474283322,NA,NA,NA,NA,NA,NA
"X206177_s_at",0.000105955184070529,NA,NA,NA,NA,NA,NA
"X235352_at",9.7974694037929e-05,NA,NA,NA,NA,NA,NA
"X222628_s_at",9.50233860504305e-05,NA,NA,NA,NA,NA,NA
"X210714_at",8.53155433782695e-05,NA,NA,NA,NA,NA,NA
"X213836_s_at",7.42051654804643e-05,NA,NA,NA,NA,NA,NA
"X204661_at",7.03063372749843e-05,NA,NA,NA,NA,NA,NA
"X206804_at",6.57646663983542e-05,NA,NA,NA,NA,NA,NA
"X1560861_at",6.30778416674439e-05,NA,NA,NA,NA,NA,NA
"X211710_x_at",6.15997563175307e-05,NA,NA,NA,NA,NA,NA
"X200716_x_at",6.05109533714687e-05,NA,NA,NA,NA,NA,NA
"X232645_at",5.67711900804652e-05,NA,NA,NA,NA,NA,NA
"X204619_s_at",5.65539897220576e-05,NA,NA,NA,NA,NA,NA
"X213649_at",5.59380717421432e-05,NA,NA,NA,NA,NA,NA
"X226991_at",4.34554184744809e-05,NA,NA,NA,NA,NA,NA
"X204892_x_at",3.06562519487853e-05,NA,NA,NA,NA,NA,NA
"X219759_at",3.06469291878287e-05,NA,NA,NA,NA,NA,NA
"X1555355_a_at",2.57315834456983e-05,NA,NA,NA,NA,NA,NA
"X1554503_a_at",1.2709225637486e-05,NA,NA,NA,NA,NA,NA
"X230296_at",9.54987382163164e-06,NA,NA,NA,NA,NA,NA
"X219870_at",9.07257304251119e-06,NA,NA,NA,NA,NA,NA
"X1558027_s_at",-1.55588422458652e-06,NA,NA,NA,NA,NA,NA
"X1562697_at",-4.37425112854717e-06,NA,NA,NA,NA,NA,NA
"X231500_s_at",-7.68873910002832e-06,NA,NA,NA,NA,NA,NA
"X200705_s_at",-7.91948181177138e-06,NA,NA,NA,NA,NA,NA
"X236172_at",-1.04684204967408e-05,NA,NA,NA,NA,NA,NA
"X218910_at",-1.35516525004488e-05,NA,NA,NA,NA,NA,NA
"X213650_at",-1.79940326293835e-05,NA,NA,NA,NA,NA,NA
"X219717_at",-2.11965140136744e-05,NA,NA,NA,NA,NA,NA
"X224580_at",-2.197584876463e-05,NA,NA,NA,NA,NA,NA
"X201777_s_at",-2.79175989732063e-05,NA,NA,NA,NA,NA,NA
"X210999_s_at",-2.79595921099799e-05,NA,NA,NA,NA,NA,NA
"X223007_s_at",-2.91138448631247e-05,NA,NA,NA,NA,NA,NA
"X205863_at",-3.97226350840066e-05,NA,NA,NA,NA,NA,NA
"X230097_at",-4.39297461368116e-05,NA,NA,NA,NA,NA,NA
"X212705_x_at",-4.9270533446743e-05,NA,NA,NA,NA,NA,NA
"X206676_at",-5.07461458236261e-05,NA,NA,NA,NA,NA,NA
"X205798_at",-5.16300654075915e-05,NA,NA,NA,NA,NA,NA
"X226865_at",-5.89504532103215e-05,NA,NA,NA,NA,NA,NA
"X218454_at",-6.5147258740405e-05,NA,NA,NA,NA,NA,NA
"X210479_s_at",-6.65786445669581e-05,NA,NA,NA,NA,NA,NA
"X200089_s_at",-6.7745093214661e-05,NA,NA,NA,NA,NA,NA
"X207809_s_at",-6.95557021648101e-05,NA,NA,NA,NA,NA,NA
"X219031_s_at",-8.69750664850512e-05,NA,NA,NA,NA,NA,NA
"X219442_at",-9.36205007581571e-05,NA,NA,NA,NA,NA,NA
"X224610_at",-9.52183165090023e-05,NA,NA,NA,NA,NA,NA
"X203795_s_at",-9.55203423725304e-05,NA,NA,NA,NA,NA,NA
"X219024_at",-9.82346418924152e-05,NA,NA,NA,NA,NA,NA
"X200834_s_at",-9.82405588415567e-05,NA,NA,NA,NA,NA,NA
"X243512_x_at",-0.000107704566436384,NA,NA,NA,NA,NA,NA
"X212790_x_at",-0.000127289591626407,NA,NA,NA,NA,NA,NA
"X241435_at",-0.000140748517810444,NA,NA,NA,NA,NA,NA
"X204140_at",-0.000151314235661659,NA,NA,NA,NA,NA,NA
"X215967_s_at",-0.000156571283031318,NA,NA,NA,NA,NA,NA
"X226956_at",-0.000167462644044504,NA,NA,NA,NA,NA,NA
"X1556375_at",-0.000167658342209203,NA,NA,NA,NA,NA,NA
"X215049_x_at",-0.000179009323219577,NA,NA,NA,NA,NA,NA
"X201154_x_at",-0.000191148064374524,NA,NA,NA,NA,NA,NA
"X201217_x_at",-0.000191683405241283,NA,NA,NA,NA,NA,NA
"X214474_at",-0.000203819762924964,NA,NA,NA,NA,NA,NA
"X200679_x_at",-0.000217802118637489,NA,NA,NA,NA,NA,NA
"X203645_s_at",-0.000255267186452747,NA,NA,NA,NA,NA,NA
"X210646_x_at",-0.000287529566373373,NA,NA,NA,NA,NA,NA
"X235023_at",-0.000290423195096286,NA,NA,NA,NA,NA,NA
"X225016_at",-0.000300612923957282,NA,NA,NA,NA,NA,NA
"X230559_x_at",-0.000301526207625427,NA,NA,NA,NA,NA,NA
"X235189_at",-0.000329894156601846,NA,NA,NA,NA,NA,NA
"X223323_x_at",-0.000339771140952939,NA,NA,NA,NA,NA,NA
"X211584_s_at",-0.000355234113946616,NA,NA,NA,NA,NA,NA
"X223006_s_at",-0.000396965312800617,NA,NA,NA,NA,NA,NA
"X219006_at",-0.00059219468851974,NA,NA,NA,NA,NA,NA
